unode dx dy f11 f12 f21 f22
3171 -0.213859 0.361889 1.27726 0.513446 -0.362476 0.655394
3172 0.029113 0.63815 0.951937 0.56574 -0.703792 0.594309
3173 -0.369289 0.266644 1.42844 0.696746 -0.234394 0.615595
3174 -0.556368 -0.0507787 1.67948 0.63576 0.159819 0.644913
3175 -0.331799 0.028256 1.39727 0.640943 0.0434801 0.717359
3176 -0.361156 0.127628 1.43237 0.647687 -0.0639241 0.652588
3177 -0.50431 -0.119814 1.60271 0.670737 0.229605 0.694582
3178 -0.610699 -0.221185 1.73477 0.66282 0.354802 0.692332
3179 -0.0301721 0.325184 1.00838 0.791135 -0.300209 0.682469
3180 0.171735 0.343734 0.664884 1.25642 -0.362004 0.86149
3181 -0.0874671 0.278559 1.02455 1.01095 -0.257676 0.737379
3182 -0.504362 -0.150306 1.59656 0.620456 0.23208 0.787478
3183 -0.487462 -0.322962 1.59664 0.528577 0.44199 0.74352
3184 -0.404935 -0.408259 1.52749 0.410393 0.532634 0.775966
3185 -0.135534 -0.0590072 1.18068 0.599156 0.103453 0.925816
3186 0.113894 0.105933 0.880774 0.685843 -0.104064 1.02653
3187 0.0592276 0.0697682 0.90523 0.860845 -0.0642144 1.02982
3188 -0.036764 0.0682064 1.03529 0.74691 -0.0413103 0.927652
3189 -0.296003 -0.0919614 1.37314 0.491314 0.152638 0.842481
3190 -0.233855 -0.136689 1.31991 0.419469 0.212183 0.787976
3191 -0.272857 -0.116689 1.36429 0.409245 0.191714 0.783794
3192 -0.103824 0.0326999 1.16008 0.5236 0.0119662 0.880566
3193 -0.0130696 0.0286402 1.08249 0.429063 0.00321714 0.947118
3194 0.0585071 0.12354 1.01318 0.398943 -0.0924847 0.925869
3195 0.0823036 0.184243 0.976379 0.459595 -0.168326 0.988875
3196 0.0768932 0.164489 1.00427 0.345569 -0.137588 0.936259
3197 0.0503377 0.137965 1.04111 0.296135 -0.111047 0.939331
3198 0.131342 0.190727 0.94074 0.389083 -0.174423 0.989463
3199 0.238465 0.236804 0.821694 0.445483 -0.237148 1.07438
3200 0.0742665 0.00318871 0.854312 0.373332 -0.190912 1.05689
3201 0.0664083 -0.0150646 0.774328 0.414968 -0.189792 1.14982
3202 0.0522184 -0.0265466 0.767338 0.487216 -0.161805 1.20645
3203 0.0364636 -0.0293682 0.685842 0.576569 -0.267635 1.23174
3204 0.0599244 -0.0502234 0.62326 0.464996 -0.252404 1.33646
3205 0.0614497 -0.048896 0.71376 0.441264 -0.153261 1.31318
3206 0.0604159 -0.0207845 0.765681 0.434847 -0.164404 1.17156
3207 0.0579805 -0.0107616 0.908131 0.410372 -0.043975 1.08837
3208 0.0765445 -0.00993397 0.945199 0.304224 0.0315871 1.06186
3209 0.0699711 -0.0145754 0.790386 0.391142 -0.214769 1.16962
3210 0.0418489 -0.030347 0.7846 0.538609 -0.124064 1.21673
3211 0.0145585 -0.0590493 0.709869 0.710919 -0.144343 1.37325
3212 -0.024382 -0.0207776 0.872518 0.834278 -0.0949402 1.15488
3213 -0.00322522 0.0316392 0.69569 0.814741 -0.293211 0.985403
3214 -0.0846372 -0.017072 0.973217 1.08038 -0.0441011 1.09907
3215 0.0131703 0.0343645 0.945002 0.598463 -0.108669 0.875575
3216 0.0411151 0.0367633 0.876454 0.499298 -0.213599 0.928964
3217 -0.00670517 -0.00507219 0.740449 0.834478 -0.211459 1.1426
3218 -0.0171569 0.00487789 0.486954 1.06455 -0.330775 1.17571
3219 0.0129536 0.0238856 0.419082 0.963589 -0.461225 1.17675
3220 0.00578113 0.000641952 0.664418 0.807647 -0.269987 1.14531
3221 -0.0357324 -0.0246275 1.06287 0.693883 0.0365345 1.02445
3222 -0.0259019 -0.0591146 1.07956 0.628545 0.236297 1.03082
3223 -0.0727324 0.0905943 1.20659 0.752927 -0.260764 0.711188
3224 -0.0730935 0.0927633 1.24802 0.719828 -0.210924 0.655794
3225 -0.0456751 0.0723735 1.14997 0.672881 -0.180327 0.727037
3226 -0.0106472 0.0634031 1.02085 0.626829 -0.259974 0.855211
3227 -0.0280141 0.0787342 1.06421 0.666722 -0.258756 0.76884
3228 -0.0977471 0.0597361 1.28615 0.780337 -0.10725 0.699611
3229 0.0239657 0.188765 0.75311 0.767859 -0.666638 0.678241
3230 0.00753114 0.144937 0.76868 0.833235 -0.514965 0.723274
3231 -0.0881956 0.0229238 1.14914 0.859559 -0.089377 0.82908
3232 -0.031487 -0.076918 0.991768 0.768132 0.122297 1.07398
3233 -0.00217932 -0.0640043 0.895095 0.741968 0.0204654 1.14053
3234 -0.0237195 -0.0522769 0.964477 0.75582 0.0138506 1.08294
3235 -0.0784078 0.000759586 1.13071 0.808977 0.0112434 0.816655
3236 -0.070892 -0.0273758 1.08639 0.832486 0.0260759 0.939289
3237 -0.0774111 0.041582 1.12393 0.811866 -0.108398 0.783621
3238 -0.110301 -0.0983979 1.23745 0.810387 0.246292 0.96567
3239 -0.0624259 -0.0916087 1.13169 0.727451 0.189032 1.02299
3240 -0.0110789 0.108433 0.916656 0.805193 -0.343257 0.838274
3241 0.0567885 0.137774 0.641335 0.903769 -0.488015 0.922784
3242 0.0853822 0.127106 0.497965 0.993764 -0.490744 0.979709
3243 0.0266612 0.0527149 0.655171 1.02717 -0.311417 1.05511
3244 -0.0641212 -0.0981863 0.966282 0.950366 0.108111 1.09653
3245 -0.109293 -0.171406 1.08429 0.970245 0.26623 1.18844
3246 -0.141678 -0.0933367 1.20241 0.924119 0.166486 0.972247
3247 -0.141671 -0.0973822 1.20728 0.914327 0.165454 0.99205
3248 -0.138659 -0.158001 1.22711 0.861919 0.319589 1.01178
3249 -0.136377 -0.208009 1.22381 0.855568 0.406041 1.0994
3250 -0.0972701 -0.162786 1.15276 0.796217 0.30442 1.06898
3251 -0.10395 -0.303242 1.15781 0.819907 0.565835 1.25894
3252 -0.143607 -0.172456 1.24777 0.838562 0.355334 1.02786
3253 -0.112586 -0.0266197 1.19627 0.787574 0.0711382 0.87635
3254 -0.139886 -0.125615 1.26507 0.78112 0.26111 0.976987
3255 -0.0162337 -0.102916 0.968667 0.795928 0.133283 1.13982
3256 -0.0273602 -0.111212 1.01139 0.759182 0.147522 1.15266
3257 -0.036115 -0.3017 1.04963 0.716246 0.538058 1.24525
3258 -0.096224 -0.203489 1.1533 0.787146 0.383903 1.10035
3259 -0.0924182 -0.342302 1.15968 0.754247 0.619422 1.26167
3260 -0.10786 -0.527264 1.21671 0.698395 0.98183 1.34064
3261 -0.133245 -0.30458 1.24159 0.768729 0.596448 1.13829
3262 -0.153373 -0.590661 1.27255 0.792953 1.08567 1.40038
3263 -0.254587 -1.10063 1.54208 0.63635 2.07422 1.52631
3264 0.0599373 -0.313198 0.691528 1.18471 0.338361 1.89836
3265 0.279572 -0.0470413 0.193742 1.33705 -0.334957 2.26177
3266 0.253755 0.0391831 0.302533 1.18465 -0.534292 2.34502
3267 0.178389 -0.109885 0.425671 1.24198 -0.0806119 1.9025
3268 0.18688 -0.158546 0.490062 1.02592 -0.0575443 2.09215
3269 0.179568 -0.22185 0.522672 0.974428 0.0756095 2.05245
3270 0.198818 -0.0404288 0.526286 0.865635 -0.139051 1.72125
3271 0.166903 0.0106017 0.569674 0.906372 -0.183308 1.58652
3272 0.154979 -0.0680563 0.595927 0.892119 -0.0255356 1.54014
3273 0.165318 0.058892 0.584468 0.87249 -0.203933 1.40721
3274 0.163421 0.00120645 0.59808 0.842202 -0.117932 1.44894
3275 0.150595 -0.0630797 0.629039 0.815581 -0.0320535 1.52248
3276 0.152098 0.125781 0.623667 0.82386 -0.254474 1.22625
3277 0.143991 0.0264811 0.64086 0.812474 -0.134888 1.36778
3278 0.162069 0.0215101 0.623006 0.775227 -0.167433 1.49748
3279 0.158891 0.162819 0.63626 0.749755 -0.309258 1.21943
3280 0.159725 0.0378283 0.641328 0.729738 -0.144725 1.33733
3281 0.167069 0.0588449 0.642685 0.6877 -0.196707 1.39844
3282 0.158155 0.104241 0.66945 0.646294 -0.222084 1.24788
3283 0.160123 0.0645823 0.665242 0.650066 -0.179136 1.30905
3284 0.158689 0.110194 0.688266 0.580923 -0.233 1.25684
3285 0.147988 0.121561 0.720992 0.525383 -0.229851 1.18747
3286 0.103473 0.0416752 0.80284 0.473028 -0.116865 1.2103
3287 0.0889353 0.125774 0.830318 0.451937 -0.205253 1.08581
3288 0.00432012 -0.0178979 0.950059 0.465573 0.0149655 1.04893
3289 -0.0636041 0.0202917 1.06436 0.40833 -0.0115287 0.948389
3290 -0.219734 -0.20999 1.30292 0.352688 0.343729 0.853237
3291 -0.298841 -0.214745 1.43495 0.279533 0.37318 0.771202
3292 -0.509451 -0.532044 1.72243 0.307109 0.832857 0.712418
3293 -0.943691 -0.479739 2.28426 0.449613 0.790419 0.599898
3294 -0.959257 -0.827655 2.34771 0.287133 1.28726 0.522934
3295 -0.570915 0.134824 1.76482 0.520121 -0.00821328 0.497293
3296 -0.000140493 0.576768 0.956092 0.68393 -0.648085 0.676569
3297 -0.0217363 0.573948 0.999418 0.626944 -0.631718 0.629084
3298 -0.101623 0.582868 1.09415 0.669671 -0.624557 0.55783
3299 -0.212827 0.483648 1.2073 0.789523 -0.498055 0.567741
3300 -0.0835412 0.619367 1.06882 0.677572 -0.674527 0.573167
3301 -0.337455 0.24901 1.38351 0.716228 -0.209244 0.603695
3302 -0.517149 -0.0346732 1.60814 0.728616 0.128693 0.69112
3303 -0.372633 -0.0106875 1.44351 0.661079 0.0949673 0.705148
3304 -0.421816 0.104437 1.49817 0.685947 -0.0410359 0.676467
3305 -0.443099 -0.169365 1.5505 0.576873 0.282822 0.72569
3306 -0.631507 -0.169107 1.77106 0.614024 0.305251 0.634677
3307 -0.313843 0.221553 1.37907 0.656387 -0.170824 0.659349
3308 0.0395505 0.214597 0.914435 0.847142 -0.202051 0.831009
3309 0.250164 0.254436 0.639367 0.963166 -0.315038 1.11811
3310 -0.258559 -0.152496 1.29986 0.671439 0.205896 0.917682
3311 -0.529205 -0.386484 1.65853 0.465056 0.508831 0.771989
3312 -0.306764 -0.396866 1.43499 0.321155 0.521271 0.770204
3313 -0.324982 -0.144872 1.41533 0.503697 0.232142 0.781078
3314 -0.0541026 0.0202257 1.04113 0.814238 -0.0109612 1.0401
3315 0.0540678 0.136789 0.95743 0.642998 -0.125388 0.9667
3316 0.0666573 0.0635517 0.936583 0.675007 -0.0550521 1.01815
3317 -0.0181691 0.0443553 1.03724 0.640166 -0.0196492 0.950618
3318 -0.293556 -0.156134 1.39437 0.372159 0.222831 0.837434
3319 -0.185354 -0.0884835 1.30103 0.260515 0.164369 0.769569
3320 -0.202568 -0.155748 1.31178 0.295982 0.218623 0.853042
3321 0.0471154 0.0475854 1.02063 0.419841 -0.0146279 0.936275
3322 0.00356343 0.0707001 1.07697 0.368841 -0.0348203 0.915305
3323 0.146806 0.18715 0.916062 0.424196 -0.178833 1.02489
3324 0.0770374 0.145395 0.994766 0.39223 -0.127846 0.986619
3325 0.13138 0.185505 0.952881 0.322696 -0.168313 0.982834
3326 0.0696084 0.0938331 1.02604 0.272272 -0.0753344 0.985595
3327 0.168172 0.193924 0.904822 0.381306 -0.190944 1.05863
3328 0.0918629 -0.010877 0.859369 0.285065 -0.114907 1.12792
3329 0.0913011 -0.0206475 0.821196 0.288514 -0.147625 1.17713
3330 0.0901264 -0.016095 0.786379 0.2965 -0.19652 1.1567
3331 0.0866398 -0.0274746 0.794797 0.31279 -0.11437 1.20489
3332 0.0666141 -0.0538119 0.73925 0.418401 -0.196121 1.34572
3333 0.0246565 -0.0235769 0.679354 0.635208 -0.281833 1.21248
3334 0.0278346 -0.0174101 0.663326 0.623318 -0.298888 1.18649
3335 0.0234279 -0.0359513 0.814358 0.607792 -0.0784016 1.22338
3336 0.0364059 -0.000290258 0.897306 0.520628 -0.0434598 1.03791
3337 0.0375058 -0.00267136 0.857155 0.529989 -0.0583841 1.05505
3338 0.0166545 -0.0233829 0.770873 0.66419 -0.169611 1.19765
3339 -0.00109609 -0.0132404 0.87962 0.707549 -0.157011 1.14256
3340 0.00485396 0.0206795 0.838395 0.698024 -0.263951 1.02406
3341 0.032536 0.0219845 0.861676 0.550402 -0.230537 1.00164
3342 0.0226346 -0.0223835 0.906339 0.575994 -0.059941 1.13225
3343 0.0237414 -0.0287972 0.807819 0.625267 -0.131807 1.20389
3344 0.0440261 -0.00897085 0.905229 0.469433 -0.0650979 1.06842
3345 0.0564294 -0.00306085 0.800697 0.474488 -0.124963 1.07654
3346 0.026215 -0.0279158 0.802235 0.62194 -0.23586 1.27409
3347 0.0503262 0.0113053 0.473097 0.736902 -0.43576 1.22406
3348 0.0159891 0.00103783 0.592456 0.816118 -0.406277 1.25111
3349 -0.000925161 -0.0291961 0.848557 0.696102 -0.00865101 1.08563
3350 -0.0492694 0.0435344 1.13525 0.70028 -0.111911 0.816374
3351 -0.036901 0.117094 1.10676 0.664447 -0.359905 0.666219
3352 -0.0428434 0.00904064 1.17017 0.640686 -7.30669e-05 0.876952
3353 0.00588767 0.0801588 1.03631 0.524978 -0.272078 0.780153
3354 -0.03755 0.105991 1.15775 0.621259 -0.332491 0.714132
3355 -0.0673587 0.118402 1.21274 0.707173 -0.32497 0.639892
3356 -0.0876531 0.0314571 1.30114 0.71404 -0.0413542 0.768268
3357 0.0422574 0.12447 0.819294 0.601819 -0.519597 0.834702
3358 0.0474367 0.115146 0.829999 0.562174 -0.495327 0.85118
3359 -0.00403 -0.0550804 1.0465 0.562304 0.0780071 1.01634
3360 0.0167155 -0.119098 0.997454 0.520145 0.284026 1.0855
3361 0.00975459 0.0170237 0.907826 0.665711 -0.144952 0.947771
3362 -0.0586775 0.00647503 1.04268 0.828224 -0.0936977 0.928204
3363 -0.075396 -0.011312 1.13481 0.789419 0.0229725 0.864365
3364 -0.0854576 -0.00249658 1.14087 0.82943 -0.0382387 0.902961
3365 -0.0241292 -0.0258631 1.02592 0.690454 0.011708 0.947273
3366 -0.0401699 -0.171669 1.11571 0.639945 0.387008 1.12413
3367 -0.0762973 0.0409771 1.1816 0.720242 -0.0978984 0.795898
3368 -0.0284512 0.0744556 0.996917 0.76557 -0.245069 0.853758
3369 0.0441986 0.0716383 0.742129 0.805129 -0.338107 1.01336
3370 0.104178 0.106925 0.540743 0.829383 -0.506756 1.10747
3371 0.0524251 -0.007511 0.653389 0.900981 -0.237447 1.23226
3372 -0.0299649 -0.0621019 0.929912 0.842945 0.0263014 1.05964
3373 -0.0959755 -0.0956201 1.08903 0.894444 0.143822 1.022
3374 -0.0958011 -0.0759334 1.13868 0.809922 0.127544 0.95346
3375 -0.123912 -0.151694 1.20878 0.822295 0.291834 1.03211
3376 -0.121064 -0.201426 1.21277 0.800114 0.400032 1.07867
3377 -0.103688 -0.196779 1.18915 0.758023 0.386339 1.08067
3378 -0.0775063 -0.200901 1.13527 0.731633 0.395789 1.08187
3379 -0.117313 -0.259396 1.19328 0.816261 0.493411 1.18363
3380 -0.0980404 -0.0528098 1.17827 0.75192 0.112649 0.922652
3381 -0.132179 -0.0958573 1.25507 0.764084 0.218168 0.91884
3382 -0.14314 -0.206213 1.28538 0.754264 0.409783 1.06455
3383 -0.0184968 -0.138367 1.00001 0.739386 0.212228 1.14651
3384 -0.044803 -0.246594 1.05454 0.751835 0.42479 1.22445
3385 -0.0559259 -0.22256 1.0646 0.783769 0.383332 1.19538
3386 -0.0896713 -0.338342 1.14983 0.763282 0.618919 1.24333
3387 -0.0713282 -0.321064 1.11659 0.748977 0.556744 1.29802
3388 -0.172122 -0.536168 1.31305 0.794973 0.996216 1.35271
3389 -0.084163 -0.505904 1.17124 0.691692 0.917667 1.38258
3390 -0.0890873 -0.472432 1.13462 0.804129 0.793679 1.51357
3391 -0.167262 -0.938342 1.39204 0.573373 1.80386 1.38063
3392 -0.103194 -0.786929 1.17303 0.789315 1.36132 1.7133
3393 0.455267 0.183953 0.00605857 0.931205 -0.880795 2.49105
3394 0.36959 0.0261155 0.337873 0.5187 -0.427053 2.13192
3395 0.311316 -0.322892 0.448927 0.521494 0.0933584 2.51526
3396 0.244577 -0.00390762 0.413841 0.941793 -0.255466 1.8502
3397 0.228688 0.173482 0.443802 0.941196 -0.422284 1.41693
3398 0.168524 -0.0443235 0.551535 0.950423 -0.0801142 1.57783
3399 0.163858 0.0342871 0.550452 0.976777 -0.208132 1.53928
3400 0.138423 0.03325 0.590522 0.991206 -0.134806 1.3407
3401 0.137898 -0.0131711 0.569369 1.05332 -0.140938 1.58699
3402 0.136275 0.0131822 0.592219 0.996541 -0.137789 1.44731
3403 0.127102 0.038512 0.614149 0.978974 -0.144534 1.34182
3404 0.163653 0.04902 0.559797 0.9567 -0.190869 1.42354
3405 0.125236 -0.00498453 0.624519 0.95563 -0.101777 1.42755
3406 0.160144 0.108692 0.583378 0.907148 -0.260576 1.34153
3407 0.153603 0.0105337 0.603866 0.876836 -0.126281 1.41775
3408 0.130087 0.0496743 0.637789 0.889255 -0.159382 1.32767
3409 0.164849 0.158579 0.596896 0.84431 -0.315213 1.27214
3410 0.157515 0.00270621 0.621946 0.801944 -0.122219 1.4352
3411 0.159832 0.137399 0.620723 0.794724 -0.262289 1.21867
3412 0.156069 0.199695 0.658241 0.692743 -0.338934 1.15708
3413 0.143937 0.0290083 0.678557 0.686343 -0.145581 1.36926
3414 0.123409 0.114814 0.721891 0.645065 -0.233116 1.23569
3415 0.0883046 0.15172 0.791368 0.586098 -0.233473 1.05213
3416 0.024581 0.0337532 0.909244 0.502707 -0.0752974 1.10097
3417 -0.0648511 0.116131 1.04991 0.46364 -0.12929 0.878958
3418 -0.221164 -0.168306 1.27282 0.465256 0.267932 0.911092
3419 -0.386397 -0.117757 1.4867 0.532931 0.249431 0.726072
3420 -0.584214 -0.241744 1.7896 0.440191 0.446692 0.649195
3421 -0.678733 -0.322291 1.97311 0.253134 0.586477 0.554226
3422 -1.16187 -0.833901 2.59497 0.391827 1.2912 0.5391
3423 -0.677874 0.00494242 1.94093 0.402133 0.17296 0.474706
3424 0.0817263 0.652445 0.847137 0.682211 -0.737744 0.634435
3425 -0.117985 0.59552 1.11166 0.68291 -0.638609 0.546246
3426 -0.1516 0.536991 1.17103 0.626114 -0.552717 0.511898
3427 -0.0815774 0.614114 1.0452 0.760041 -0.634401 0.441797
3428 -0.199092 0.336146 1.17585 0.837744 -0.344819 0.699574
3429 -0.126554 0.278757 1.16085 0.539837 -0.249186 0.613296
3430 -0.417472 -0.0956302 1.50852 0.625855 0.192235 0.742085
3431 -0.429469 0.0405491 1.52311 0.626196 0.0417015 0.663457
3432 -0.279376 0.0237209 1.35194 0.56723 0.0451107 0.729879
3433 -0.455966 -0.111887 1.57544 0.539188 0.210673 0.734227
3434 -0.591905 -0.0101816 1.75188 0.49496 0.109294 0.650724
3435 -0.257194 0.0734016 1.37328 0.396867 -0.0134811 0.742369
3436 -0.184564 -0.0426249 1.27126 0.459825 0.0973338 0.854469
3437 0.180824 0.213296 0.750065 0.838791 -0.260912 1.09308
3438 0.042881 0.0189518 0.907484 0.852499 -0.0479366 1.15148
3439 -0.293849 -0.408099 1.37856 0.503326 0.503664 0.903645
3440 -0.405989 -0.31412 1.52542 0.422683 0.42703 0.769214
3441 -0.329115 -0.242406 1.44537 0.392019 0.345074 0.770818
3442 -0.0821059 -0.0574115 1.13694 0.523422 0.0996673 0.933542
3443 0.130884 0.0922071 0.844397 0.762609 -0.108047 1.11173
3444 0.0274323 0.0608976 0.98955 0.627316 -0.0633294 1.06745
3445 0.0477561 0.112798 0.993843 0.507622 -0.0996768 0.974076
3446 -0.0651122 -0.0748417 1.11491 0.515675 0.101659 0.988098
3447 -0.207612 -0.135606 1.31757 0.294468 0.202687 0.827221
3448 -0.108982 -0.107814 1.23203 0.200702 0.167865 0.850592
3449 -0.0862166 -0.0292018 1.21276 0.178884 0.0854005 0.847632
3450 0.106783 0.074069 0.987634 0.279708 -0.0520255 0.981015
3451 0.0889919 0.126823 1.00187 0.300739 -0.0976679 0.936678
3452 0.171911 0.170964 0.904752 0.3538 -0.165659 1.04168
3453 0.146737 0.151994 0.939153 0.313107 -0.14069 1.01568
3454 0.136243 0.140362 0.952547 0.300103 -0.127827 1.01046
3455 0.113728 0.0944061 0.982286 0.26683 -0.0820889 1.01485
3456 0.107971 -0.00445276 0.924374 0.206573 -0.0307057 1.09644
3457 0.0908848 -0.0102507 0.871458 0.28872 -0.131093 1.12567
3458 0.085525 -0.0290243 0.801159 0.317964 -0.133184 1.21426
3459 0.084446 -0.0136044 0.826326 0.320634 -0.131984 1.14094
3460 0.0837251 -0.00723828 0.809721 0.326349 -0.194491 1.119
3461 0.0429194 -0.0245823 0.747785 0.530336 -0.191995 1.20072
3462 0.0542708 -0.019301 0.724479 0.480662 -0.287657 1.19437
3463 0.0473219 -0.000522468 0.776213 0.501436 -0.236355 1.09309
3464 0.0433424 -0.0173076 0.885635 0.4904 -0.0623901 1.12477
3465 0.0582942 -0.0109998 0.914751 0.410997 -0.0458658 1.09154
3466 0.0607216 0.00143758 0.886244 0.409755 -0.145387 1.06796
3467 0.0612826 -0.00345646 0.773072 0.450755 -0.255983 1.13344
3468 0.0621935 -0.00295874 0.824388 0.425763 -0.184056 1.10243
3469 0.0598397 -0.00771462 0.808141 0.443786 -0.223363 1.14271
3470 0.0726559 0.00940166 0.892015 0.341225 -0.0964657 0.998546
3471 0.0367595 0.00678069 0.93638 0.487783 -0.107049 1.01746
3472 0.0128294 -0.0192936 0.90618 0.618621 -0.0329649 1.09767
3473 0.0223365 -0.00913139 0.860413 0.601765 -0.0393031 1.05264
3474 0.0113361 0.0168968 0.633009 0.803202 -0.27916 1.08704
3475 0.0154649 0.0587827 0.749912 0.70426 -0.470034 1.01953
3476 0.0035382 0.0640281 0.648165 0.834176 -0.43003 0.965823
3477 -0.0283046 0.0447786 0.825143 0.849505 -0.251027 0.920635
3478 -0.0571708 0.0923551 1.08301 0.78187 -0.290137 0.727855
3479 -0.0199574 0.026769 1.06872 0.616378 -0.066915 0.848254
3480 -0.0325175 0.0362157 1.16113 0.597375 -0.0959525 0.831519
3481 -0.037413 0.124003 1.09274 0.681912 -0.398793 0.688792
3482 -0.0320582 0.153549 1.12415 0.628541 -0.465648 0.615161
3483 -0.0304992 0.0796582 1.14581 0.598169 -0.246935 0.746899
3484 -0.0325168 0.0165939 1.17764 0.577757 -0.0216914 0.819004
3485 0.0439295 0.0713603 0.789661 0.626839 -0.428664 0.992365
3486 0.068821 0.0779805 0.705091 0.599511 -0.47194 1.00546
3487 0.016506 -0.0849798 1.00153 0.513633 0.150838 1.07566
3488 -0.0296311 -0.0423768 1.15506 0.554867 0.127324 0.905402
3489 0.00289643 0.0554508 1.00381 0.58196 -0.234035 0.870523
3490 -0.0199509 -5.04292e-05 1.05211 0.628684 -0.0338972 0.883433
3491 -0.0346881 0.00453988 1.09583 0.644116 -0.0387217 0.87026
3492 -0.0139532 -0.0463997 1.06066 0.591666 0.064122 0.97414
3493 -0.017885 -0.0860088 1.04482 0.631787 0.158663 1.03376
3494 -0.0940456 -0.0440072 1.2314 0.733784 0.137326 0.865588
3495 -0.0573104 0.0468275 1.14906 0.67649 -0.127921 0.811926
3496 -0.00306825 0.000909662 1.0072 0.625986 -0.0698917 0.944135
3497 0.0369575 0.00951585 0.807694 0.73617 -0.222146 1.13358
3498 0.10195 0.0775401 0.59734 0.749511 -0.433907 1.13499
3499 0.0560249 0.00692728 0.717007 0.779186 -0.244531 1.17266
3500 -0.0262589 -0.0325685 0.956881 0.780474 -0.035703 1.02035
3501 -0.0514647 -0.0423618 1.0497 0.746444 0.0265029 0.962855
3502 -0.0772718 -0.0859513 1.1284 0.738493 0.138394 0.983507
3503 -0.103407 -0.197784 1.20744 0.725464 0.400579 1.06222
3504 -0.102215 -0.214561 1.19804 0.735089 0.422276 1.10107
3505 -0.0845756 -0.202954 1.17335 0.695347 0.407032 1.0724
3506 -0.0766556 -0.221146 1.15667 0.688259 0.437255 1.10308
3507 -0.111639 -0.167177 1.20947 0.756742 0.339087 1.0349
3508 -0.100698 -0.0251207 1.18938 0.742894 0.05874 0.894032
3509 -0.0965105 -0.120785 1.19232 0.71736 0.249555 0.976103
3510 -0.127809 -0.295791 1.27715 0.696201 0.595675 1.11706
3511 -0.00468595 -0.119076 0.984871 0.703803 0.181839 1.11706
3512 -0.0560597 -0.273515 1.09185 0.728952 0.493311 1.21102
3513 -0.0366045 -0.180191 1.0401 0.743232 0.297981 1.17359
3514 -0.0784598 -0.298868 1.12221 0.769274 0.520003 1.26839
3515 -0.100482 -0.433689 1.17528 0.758696 0.769688 1.36658
3516 -0.0608519 -0.420862 1.14682 0.633995 0.784104 1.27442
3517 -0.120494 -0.486065 1.24673 0.693313 0.913119 1.29781
3518 -0.0805298 -0.636783 1.17423 0.669126 1.12315 1.5339
3519 -0.0389356 -0.824947 1.13006 0.576261 1.51327 1.52394
3520 -0.0625982 -0.764689 1.17861 0.581815 1.43684 1.42875
3521 0.125684 0.0976135 0.55947 1.17416 -0.221471 1.29833
3522 0.295974 0.194824 0.0648424 1.56052 -0.490448 1.48355
3523 0.209136 0.307276 0.273115 1.45874 -0.58476 1.18217
3524 0.163642 0.22493 0.444188 1.24735 -0.347122 0.978782
3525 0.0787948 0.0866372 0.572977 1.32374 -0.214844 1.30167
3526 0.116126 0.0739017 0.559401 1.18269 -0.177447 1.26696
